"UniqueId","FullName","University","JoinYear","SubField","Bachelors","Doctorate"
"1188","Nir Shavit","Massachusetts Institute of Technology","2015","High-Performance Computing","Technion - Israel Institute of Technology","Hebrew University of Jerusalem"
"1189","Pablo A. Parrilo","Massachusetts Institute of Technology","2004","Software Engineering","University of Buenos Aires","California Institute of Technology"
"1191","Patrick Jaillet","Massachusetts Institute of Technology","2002","Algorithms & Complexity","","Massachusetts Institute of Technology"
"1192","Peter Szolovits","Massachusetts Institute of Technology","1975","Artificial Intelligence","California Institute of Technology","California Institute of Technology"
"1193","Phillip Isola","Massachusetts Institute of Technology","2018","Computer Vision","Yale University","Massachusetts Institute of Technology"
"1194","Piotr Indyk","Massachusetts Institute of Technology","2000","Algorithms & Complexity","University of Warsaw","Stanford University"
"1195","Polina Golland","Massachusetts Institute of Technology","2003","Machine Learning & Data Mining","Technion - Israel Institute of Technology","Massachusetts Institute of Technology"
"1197","R. Ryan Williams","Massachusetts Institute of Technology","2011","Algorithms & Complexity","Cornell University","Carnegie Mellon University"
"1200","Randall Davis","Massachusetts Institute of Technology","1978","Artificial Intelligence","Dartmouth College","Stanford University"
"1201","Regina Barzilay","Massachusetts Institute of Technology","2005","Artificial Intelligence","Ben-Gurion University of the Negev","Columbia University"
"1202","Rob Miller","Massachusetts Institute of Technology","2002","Human-Computer Interaction","Massachusetts Institute of Technology","Carnegie Mellon University"
"1203","Robert C. Berwick","Massachusetts Institute of Technology","1976","Natural Language Processing","Harvard University","Massachusetts Institute of Technology"
"1204","Robert Tappan Morris","Massachusetts Institute of Technology","1999","Computer Networks","Harvard University","Harvard University"
"1206","Ron Weiss","Massachusetts Institute of Technology","2009","Comp. Bio & Bioinformatics","Brandeis University","Massachusetts Institute of Technology"
"1207","Ronald L. Rivest","Massachusetts Institute of Technology","1974","Cryptography","Yale University","Stanford University"
"1208","Ronitt Rubinfeld","Massachusetts Institute of Technology","1998","Algorithms & Complexity","University of Michigan","University of California, Berkeley"
"1211","Russell L. Tedrake","Massachusetts Institute of Technology","2012","Machine Learning & Data Mining","University of Michigan","Massachusetts Institute of Technology"
"1212","Sam Madden","Massachusetts Institute of Technology","2004","Databases","Massachusetts Institute of Technology","University of California, Berkeley"
"1213","Saman P. Amarasinghe","Massachusetts Institute of Technology","1997","Programming Languages","Cornell University","Stanford University"
"1215","Shafi Goldwasser","Massachusetts Institute of Technology","1997","Cryptography","Carnegie Mellon University","University of California, Berkeley"
"1216","Silvio Micali","Massachusetts Institute of Technology","1983","Cryptography","Sapienza University of Rome","University of California, Berkeley"
"1217","Srinivas Devadas","Massachusetts Institute of Technology","1988","Computer Architecture","Indian Institute of Technology Madras","University of California, Berkeley"
"1218","Stefanie Jegelka","Massachusetts Institute of Technology","2015","Machine Learning & Data Mining","University of Tübingen","ETH Zurich"
"1219","Stefanie Mueller","Massachusetts Institute of Technology","2017","Human-Computer Interaction","University of British Columbia","Hasso Plattner Institute"
"1220","Stephen A. Ward","Massachusetts Institute of Technology","1974","Computer Architecture","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"1221","Tamara Broderick","Massachusetts Institute of Technology","2015","Machine Learning & Data Mining","Princeton University","University of California, Berkeley"
"1222","Tim Berners-Lee","Massachusetts Institute of Technology","2003","Artificial Intelligence","Queens College","Southern Cross University"
"1223","Tim Kraska","Massachusetts Institute of Technology","2018","Databases","University of Münster","ETH Zurich"
"1224","Tommi S. Jaakkola","Massachusetts Institute of Technology","1998","Machine Learning & Data Mining","Helsinki University of Technology","Massachusetts Institute of Technology"
"1225","Tomás Lozano-Pérez","Massachusetts Institute of Technology","1981","Artificial Intelligence","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"1228","Victor W. Zue","Massachusetts Institute of Technology","1976","Natural Language Processing","University of Florida","Massachusetts Institute of Technology"
"1229","Vinod Vaikuntanathan","Massachusetts Institute of Technology","2013","Cryptography","Indian Institute of Technology Madras","Massachusetts Institute of Technology"
"1230","Virginia Vassilevska Williams","Massachusetts Institute of Technology","2017","Algorithms & Complexity","California Institute of Technology","Carnegie Mellon University"
"1231","Vivienne Sze","Massachusetts Institute of Technology","2013","Computer Vision","University of Toronto","Massachusetts Institute of Technology"
"1232","William T. Freeman","Massachusetts Institute of Technology","2001","Computer Vision","Stanford University","Massachusetts Institute of Technology"
"1234","Wojciech Matusik","Massachusetts Institute of Technology","2011","Computer Graphics","University of California, Berkeley","Massachusetts Institute of Technology"
"1235","Yury Polyanskiy","Massachusetts Institute of Technology","2011","Algorithms & Complexity","Moscow Institute of Physics and Technology","Princeton University"
"1239","Adrian R. Vetta","McGill University","2002","Algorithms & Complexity","London School of Economics and Political Science","Massachusetts Institute of Technology"
"1240","Bettina Kemme","McGill University","2000","Databases","University of Erlangen-Nuremberg","ETH Zurich"
"1241","Brigitte Pientka","McGill University","2003","Logic & Verification","Technische Universität Darmstadt","Carnegie Mellon University"
"1242","Bruce A. Reed","McGill University","1986","Algorithms & Complexity","McGill University","McGill University"
"1243","Clark Verbrugge","McGill University","2001","Programming Languages","","McGill University"
"1244","Claude Crépeau","McGill University","1998","Cryptography","Université de Montréal","Massachusetts Institute of Technology"
"1245","David Meger","McGill University","2015","Robotics","University of British Columbia","University of British Columbia"
"1247","Derek Nowrouzezahrai","McGill University","2016","Software Engineering","University of Waterloo","University of Toronto"
"1248","Derek Ruths","McGill University","2009","Comp. Bio & Bioinformatics","Rice University","Rice University"
"1249","Gregory Dudek","McGill University","2008","Robotics","Queen's University","University of Toronto"
"1250","Hamed Hatami","McGill University","2010","Algorithms & Complexity","Sharif University of Technology","University of Toronto"
"1251","Jackie Chi Kit Cheung","McGill University","2015","Artificial Intelligence","University of British Columbia","University of Toronto"
"1252","Joelle Pineau","McGill University","2005","Artificial Intelligence","University of Waterloo","Carnegie Mellon University"
"1253","Jérôme Waldispühl","McGill University","2009","Comp. Bio & Bioinformatics","University of Nice Sophia-Antipolis","École polytechnique"
"1254","Jörg Kienzle","McGill University","2002","Databases","ETH Zurich","École polytechnique fédérale de Lausanne"
"1255","Kaleem Siddiqi","McGill University","1998","Computer Vision","Lafayette College","Brown University"
"1256","Luc Devroye","McGill University","1977","Algorithms & Complexity","Katholieke Universiteit Leuven","University of Texas at Austin"
"1257","Martin P. Robillard","McGill University","2004","Software Engineering","École polytechnique","University of British Columbia"
"1258","Mathieu Blanchette","McGill University","2002","Comp. Bio & Bioinformatics","Université de Montréal","University of Washington"
"1259","Michael S. Langer","McGill University","2000","Computer Graphics","McGill University","McGill University"
"1260","Michael T. Hallett","McGill University","2000","Comp. Bio & Bioinformatics","Queen's University","University of Victoria"
"1261","Muthucumaru Maheswaran","McGill University","2003","High-Performance Computing","University of Peradeniya","Purdue University"
"1263","Paul G. Kry","McGill University","2008","Computer Graphics","University of Waterloo","University of British Columbia"
"1264","Prakash Panangaden","McGill University","1990","Programming Languages","Indian Institute of Technology Kanpur","University of Wisconsin-Madison"
"1265","Reihaneh Rabbany","McGill University","2018","Machine Learning & Data Mining","Amirkabir University of Technology","University of Alberta"
